task_id,taxonomy_l1,taxonomy_l2,avg_difficulty,difficulty_bucket,n_tool_calls,tools_used,suggested_tools,tool_overlap,wall_time,prompt_tokens,completion_tokens,coverage,evidence_quality,tool_usage,reasoning_quality,completeness,weighted_total,pass,judge_reasoning
PMID:32182637,Clinical Medicine,"Ophthalmology, anterior segment disease",2.67,medium,5,pubmed,clinicaltrialsgov;pubmed,0.5,79.71,19843,3746,0.45,0.25,0.7,0.2,0.4,0.4275,0,"The model's answer incorrectly concludes that evidence 'strongly supports' IPL therapy, directly contradicting the gold standard which emphasizes that efficacy remains uncertain due to low-to-very-low quality evidence. While the model covers the mechanisms and positive findings from small trials (coverage), it completely misses the critical uncertainty, the Cochrane review's findings, and the limitations of the evidence (completeness). Evidence quality is poor because the model cites a likely ha"
PMID:35444662,Cardiovascular Medicine,Cerebrovascular thrombotic disorders,3.33,medium,6,opentargets;pubmed,chembl;opentargets;pubmed,0.667,58.48,18529,4719,0.0,0.0,0.0,0.0,0.0,0.0,0,"Parse error. Raw: {""scores"":{""coverage"":0.55,""evidence_quality"":0.45,""tool_usage"":0.55,""reasoning_quality"":0.50,""completeness"":0.50},""reasoning"":""The model addressed the two core questions (inflammatory pathways and biomarkers) with specific mechanistic detail on NF-κB/AQP4, FXII, cytokines, and complement, plus biomarkers (D-dimer, IL-6, CRP, NLR). However, it missed several key aspects from the gold answer: NET formation (a central mechanism), clinical associations (infections, autoimmune dise"
PMID:24842458,Neuroscience & Psychiatry,Psychiatry,2.67,medium,2,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,49.72,4976,3534,0.35,0.15,0.45,0.2,0.3,0.305,0,"The model's answer fundamentally misrepresents the evidence base for horticultural therapy in schizophrenia. The gold standard clearly establishes that the Cochrane review found only one small RCT (24 participants) with very low quality evidence, precluding any conclusions about efficacy. In contrast, the model claims HT 'demonstrates promising adjunctive benefits' and 'significantly improves' symptoms - directly contradicting the established evidence. The model cites PMIDs (39517317, 33499390, "
PMID:39775037,Public Health & Epidemiology,Metabolic Health & Nutrition Interventions,3.67,hard,10,pubmed,opentargets;pubmed;uniprot,0.333,94.76,43818,1462,0.0,0.0,0.25,0.0,0.0,0.0625,0,"The model produced an entirely empty answer despite making 10 PubMed tool calls. Coverage, evidence quality, reasoning quality, and completeness all receive 0.0 because no answer was generated. Tool usage receives a partial score of 0.25 because the model did attempt multiple searches with reasonably relevant queries (covering mechanisms, circadian rhythm, autophagy, insulin sensitivity, and weight-independent effects), but the queries were repetitive, some returned empty results, and critically"
PMID:40254579,Infectious Disease & Immunology,Post-infection Sequelae,4.67,hard,10,clinicaltrialsgov;pubmed,clinicaltrialsgov;opentargets;pubmed,0.667,89.17,23127,4507,0.65,0.55,0.4,0.6,0.6,0.5525,0,"The model covers major pathophysiological mechanisms (immune dysregulation, viral persistence, mitochondrial dysfunction, neurological involvement) but misses key ones from the gold standard: endothelial dysfunction/amyloid microclotting, gut dysbiosis, specific autoantibody targets (GPCRs, interferons), and latent virus reactivation (EBV/HHV-6). Phenotypic stratification is reasonably covered with more detail than the gold standard. Treatment section is more definitive than evidence warrants—th"
PMID:34881420,Other,Agricultural biotechnology and crop genomics,2.0,easy,5,ncbi_datasets;pubmed,ncbi_datasets;pubmed,1.0,38.9,6907,4459,0.45,0.55,0.55,0.55,0.4,0.5025,0,"The model covers the four trait categories in the question (fertility, stress, nutrients, development) with specific recent findings, but misses major themes from the gold standard: classic genes (GS3, GW2, DEP1, Hd1, Xa21, SUB1A, SD1, IPA1), heterosis as a key unsolved question, epigenetic regulation, disease resistance (only abiotic stress covered), and translational challenges. Evidence citations are real PMIDs from tool results, but one reference (PMID 39620397) concerns maize not rice, and "
PMID:33559127,Medical AI & Informatics,Medical education and professional development,2.67,medium,5,pubmed,pubmed,1.0,59.11,13722,2716,0.4,0.15,0.2,0.3,0.35,0.2775,0,"The model's answer fundamentally misrepresents the evidence landscape. The gold standard emphasizes that whether communication skills persist is ENTIRELY UNKNOWN - a critical evidence gap identified by the Cochrane review (PMID 33559127). Instead, the model presents skill decay as established fact, claiming skills 'diminish or decay' and 'do not automatically persist' without acknowledging this is actually unknown. Coverage is partial (0.4) - it discusses relevant concepts like hidden curriculum"
PMID:16455584,Infectious Disease & Immunology,Viral Immunology,3.67,hard,4,pubmed,ncbi_datasets;pubmed,0.5,48.08,9906,3756,0.7,0.3,0.5,0.6,0.55,0.5325,0,"The model covers the main mechanisms (molecular mimicry, bystander activation, epitope spreading, viral persistence) and adds superantigens/polyclonal activation, but misses key specific examples from the gold standard (Coxsackievirus B4-GAD65 in T1D, the Bjornevik et al. 2022 EBV-MS 32-fold risk study, animal models like Theiler's virus/LCMV). Evidence quality is poor—no specific PMIDs, citations, or evidence levels are referenced despite tool calls returning results. Tool usage was suboptimal:"
hsa05033,Pharmacology & Drug Discovery,Nicotine Pharmacology,2.67,medium,2,pubmed;uniprot,chembl;pubmed;uniprot,0.667,28.81,5688,1857,0.6,0.5,0.5,0.65,0.5,0.5475,0,"The model covers the core concepts of nAChR activation and desensitization but misses several key details from the gold answer: specific receptor subtypes (α4β2, α7) and their distinct properties, multiple kinetic phases of desensitization (fast vs. slow/deep), the pharmacological chaperoning mechanism of upregulation, and the paradox that nicotine's steady-state effect is primarily inhibition. Evidence quality is moderate—citations appear relevant but PMIDs in the 40M range cannot be verified a"
2410.06585v1,Rare & Orphan Diseases,Epidemiology & Natural History,4.0,hard,3,clinicaltrialsgov;pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.667,40.79,5201,4093,0.0,0.0,0.0,0.0,0.0,0.0,0,"Parse error. Raw: {
    ""scores"": {
        ""coverage"": 0.50,
        ""evidence_quality"": 0.65,
        ""tool_usage"": 0.70,
        ""reasoning_quality"": 0.65,
        ""completeness"": 0.55
    },
    ""reasoning"": ""The model's answer addresses natural history elucidation methods (registries, longitudinal studies, statistical modeling, deep phenotyping, collaboration) but diverges significantly from the gold standard's focus on surrogate endpoint development and validation in rare diseases. Key gap"
PMID:22676281,Surgical Sciences,Veterinary Critical Care & Implementation Science,3.33,medium,27,pubmed,clinicaltrialsgov;pubmed,0.5,122.35,58454,3458,0.0,0.0,0.3,0.0,0.0,0.075,0,"The model produced an entirely empty answer despite making 27 tool calls. While the tool calls did identify several relevant papers (PMID 40230202 on functional outcomes post-RECOVER, PMID 36562427 on before-and-after RECOVER outcomes, PMID 29375087 on RECOVER vs traditional CPR, PMID 31921901 on prospective RECOVER evaluation, PMID 42189106 on the RECOVER registry), the model completely failed to synthesize any of this information into a response. Coverage, evidence quality, reasoning quality, "
PMID:40322882,Clinical Medicine,Addiction Medicine / Research Methodology,3.67,hard,6,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,53.45,8682,3740,0.55,0.5,0.6,0.6,0.5,0.5525,0,"The model covers the two main categories (retention strategies and statistical methods) but misses significant content from the gold standard. Key omissions include: the magnitude statistics (46% of trials >50% attrition, 83% with substantial bias), the multi-level factors driving attrition (patient, treatment, study design), several retention strategies (run-in periods, motivational enhancement, transportation/childcare support, smartphone apps), pattern mixture models, adaptive trial designs, "
PMID:40944962,Infectious Disease & Immunology,Post-infectious Sequelae,2.67,medium,9,clinicaltrialsgov;pubmed,clinicaltrialsgov;openfda;pubmed,0.667,70.51,22895,4593,0.65,0.6,0.55,0.7,0.65,0.6225,1,"Coverage: The model addresses all five requested topics (prevalence, pathophysiology, risk factors, prognosis, treatments) but misses several specific details from the gold standard, such as the 0.02-0.05% prevalence estimate, specific mechanisms (persistent spike protein detection in plasma, mast cell activation, Th17/Th1 imbalance, anti-ganglioside antibodies), specific risk factors (pre-existing autoimmune conditions, EDS/hypermobility, prior vaccine adverse reactions), and specific treatment"
2207.06096v2,Cardiovascular Medicine,Cardiac Signal Analysis and Medical AI,2.67,medium,4,pubmed,pubmed,1.0,38.77,6146,3521,0.55,0.45,0.4,0.55,0.5,0.485,0,"The model covers some key points (complex patterns, data scarcity, interpretability) but misses several critical aspects from the gold standard: the approximate 10K sample threshold, hybrid approaches, transfer learning, and importantly the lack of principled theory and unknown aspects. The citations (PMIDs 41395626, 41725933, 42100677, 41672614) address specific applications rather than systematic DL vs feature engineering comparisons, making them less directly relevant than the gold standard c"
PMID:17460161,Clinical Medicine,Aging Biology & Gerontology,4.0,hard,6,pubmed,pubmed;uniprot,0.5,73.63,18177,4778,0.7,0.6,0.55,0.7,0.65,0.635,1,"The model covers the main categories (protein, nucleic acid, lipid damage) and disease connections well, but misses several specific molecular modifications from the gold standard (deamidation, racemization, 8-oxoguanine, DNA crosslinks, mtDNA mutations, lipofuscin, malondialdehyde) and omits the thermodynamic perspective and hallmarks framework. Evidence quality is moderate: some PMIDs are verified from tool results (42107721, 38913048, 33099003), but many citations are unverified and evidence "
PMID:28746759,Other,Regulatory Affairs & Bioethics,4.0,hard,3,ncbi_datasets;pubmed,ncbi_datasets;pubmed,1.0,40.7,2870,3933,0.65,0.4,0.4,0.65,0.55,0.5225,0,"The model covers the three main framework areas (biological, ethical, regulatory) and provides a useful comparison table, but misses several key aspects from the gold standard: back-breeding as a de-extinction approach, specific projects beyond the mammoth (passenger pigeon, gastric-brooding frog), IUCN 2016 guiding principles, EU Directive 2001/18/EC, and the full range of ethical frameworks (consequentialist, deontological, justice considerations). Evidence quality is weak—the model cites only"
NCT02837588,Surgical Sciences,Gynecology & Pelvic Medicine,2.33,easy,0,,clinicaltrialsgov;openfda;pubmed,0.0,34.22,621,4096,0.0,0.0,0.0,0.0,0.0,0.0,0,"The model provided an empty answer and made no tool calls. It completely failed to address the question about transvaginal hyperthermy versus pharmacologic therapy for pelvic floor hyperactivity and pelvic pain. No coverage of any key aspects, no evidence cited, no tools used, no reasoning demonstrated, and no completeness whatsoever."
NCT07053488,Surgical Sciences,Organ Transplantation,4.33,hard,21,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed;uniprot,0.667,108.52,31083,5521,0.65,0.5,0.45,0.55,0.55,0.54,0,"The model covers the basic scientific rationale (HLA-A/B knockout for CD8+ evasion, CIITA knockout for CD4+ evasion) and identifies the NK 'missing self' concern and a relevant clinical trial (NCT07053488). However, it misses several critical aspects highlighted in the gold standard: the specific need for HLA-E/HLA-G retention as an NK evasion strategy, the unprecedented scale challenge of editing billions of cells ex vivo, mosaic expression risk, and the truly first-in-human nature with minimal"
PMID:27493633,Cardiovascular Medicine,Cardiology / Drug Discovery,4.67,hard,9,pubmed,chembl;opentargets;pubmed,0.333,86.44,11953,4893,0.0,0.0,0.0,0.0,0.0,0.0,0,Parse error. Raw: 
PMID:28057586,Medical AI & Informatics,Computational Image Analysis,2.67,medium,9,pubmed,pubmed,1.0,72.43,19329,4239,0.75,0.6,0.6,0.72,0.68,0.6675,1,"The model covers major algorithm categories (RL, Wiener, deep learning, blind deconvolution) and correctly identifies RL as the general-purpose workhorse, aligning with the gold answer. However, it misses several algorithms mentioned in the gold standard (Tikhonov-Miller, Landweber, RLTV) and underrepresents the unknown aspects (PSF estimation errors, automated parameter selection, formalized selection guidelines). Evidence quality is moderate: PMID 28057586 is correctly cited and verified via t"
PMID:38429127,Public Health & Epidemiology,"Burn epidemiology, healthcare surveillance",2.33,easy,11,pubmed,ncbi_datasets;pubmed,0.5,81.76,32792,4256,0.35,0.15,0.25,0.3,0.3,0.27,0,"The model's answer covers some general epidemiological aspects (demographics, mechanisms, geographic disparities) but misses critical specifics from the gold standard: the Bhatt et al. systematic review findings (58% single-center studies, provincial data gaps), the 30,000 patients/3,000 hospitalized/16 centers statistics, international registry models (BRANZ, iBID, US NBR), CIHI administrative database limitations, Indigenous population data gaps, and Canada's federated governance challenges. E"
PMID:38168993,Pharmacology & Drug Discovery,Drug Mechanisms & Epigenetic Therapeutics,3.67,hard,0,,chembl;opentargets;pubmed;uniprot,0.0,23.27,751,4096,0.0,0.0,0.0,0.0,0.0,0.0,0,"The model provided an empty answer and made no tool calls. It completely failed to address any aspect of the question about GENtoniK compound cocktail components and their coordinated regulation of epigenetic and metabolic processes. No coverage, no evidence, no tool usage, no reasoning, and no completeness whatsoever."
PMID:29797578,Clinical Medicine,Pulmonary rehabilitation,2.67,medium,0,,clinicaltrialsgov;pubmed,0.0,18.72,485,2743,0.0,0.0,0.0,0.0,0.0,0.0,0,"Parse error. Raw: {
    ""scores"": {
        ""coverage"": 0.6,
        ""evidence_quality"": 0.2,
        ""tool_usage"": 0.0,
        ""reasoning_quality"": 0.4,
        ""completeness"": 0.5
    },
    ""reasoning"": ""The model covered the main clinical outcome categories (muscle strength, exercise capacity, lung function, QoL) but overstated the effectiveness and evidence quality compared to the gold standard, which emphasizes low/very low quality evidence and uncertainty. It missed the crucial context o"
PMID:35449162,Rare & Orphan Diseases,Neuroendocrinology & Diagnostic Medicine,2.67,medium,6,pubmed,opentargets;pubmed,0.5,73.61,43973,5110,0.55,0.3,0.5,0.3,0.5,0.4425,0,"The model covers the three main topics (diagnostic criteria, etiology, management) but has a critical error: it claims formal '2023 diagnostic criteria' exist for hypothalamic syndrome, while the gold standard explicitly states no standardized criteria have been established by any major society. The model's own tool call searching for this exact title returned an unrelated acupuncture paper (PMID: 41641244), indicating this is likely a hallucination. This significantly undermines evidence_qualit"
PMID:11264985,Rare & Orphan Diseases,Sitosterolemia,3.33,medium,8,pubmed;uniprot,chembl;opentargets;pubmed;uniprot,0.5,55.81,17224,5280,0.75,0.7,0.75,0.7,0.7,0.725,1,"The model covers the core mechanisms well (NPC1L1 uptake, ACAT2 esterification selectivity, ABCG5/ABCG8 efflux) and correctly describes sitosterolemia pathophysiology. However, it misses several important aspects from the gold standard: the cryo-EM structure and unresolved structural basis for ABCG5/ABCG8 selectivity, Aster/GRAMD1 intracellular trafficking proteins, genotype-phenotype variability, chromosomal location (2p21), and ezetimibe as pharmacological validation. The model presents ABCG5/"
PMID:12557087,Surgical Sciences,Surgical Complications & Biomaterials,3.33,medium,2,pubmed,opentargets;pubmed,0.5,36.14,4686,3564,0.65,0.55,0.55,0.5,0.55,0.5675,0,"The model covers many key topics (Type IV hypersensitivity, ALVAL, patch testing, LTT, hypoallergenic alternatives) but presents the causal link between metal allergy and implant loosening far more definitively than the gold standard warrants. The gold standard emphasizes that causation remains unproven and that similar sensitization rates exist in patients with well-functioning implants—a critical counterpoint the model omits. The model also misses the nuanced discussion of whether allergy is a"
PMID:36891964,Public Health & Epidemiology,Health Equity and Organizational Assessment,2.67,medium,5,pubmed,pubmed,1.0,97.62,24278,5102,0.0,0.0,0.15,0.0,0.0,0.0375,0,"The model produced an entirely empty answer despite making 5 PubMed tool calls. The tool queries were conceptually relevant to the topic but completely ineffective—none returned results related to organizational health equity capacity assessments. The model failed to find the key scoping review (PMID 36891964) or any relevant citations. More critically, even after failed searches, the model did not synthesize any answer, provide reasoning, or acknowledge the search limitations. Tool usage receiv"
PMID:30039640,Oncology,Hepatocellular Carcinoma,4.33,hard,4,pubmed,clinicaltrialsgov;opentargets;pubchem;pubmed;uniprot,0.2,46.84,15169,4633,0.0,0.0,0.0,0.0,0.0,0.0,0,"Parse error. Raw: {
    ""scores"": {
        ""coverage"": 0.60,
        ""evidence_quality"": 0.50,
        ""tool_usage"": 0.50,
        ""reasoning_quality"": 0.60,
        ""completeness"": 0.55
    },
    ""reasoning"": ""The model covers some key biomarkers (AFP for ramucirumab, PD-L1 unre"
PMID:38622584,Public Health & Epidemiology,Occupational epidemiology and environmental health,3.33,medium,8,pubmed,ncbi_datasets;pubmed,0.5,54.72,20639,3901,0.6,0.55,0.55,0.6,0.55,0.57,0,"The model provides detailed health effects cataloging (genotoxicity, neurocognitive, reproductive, respiratory, musculoskeletal) and correctly identifies the dilution problem from grouping workers with residents, including a strong PCB inhalation example (93% vs 27%). However, it misses key aspects from the gold answer: the specific biomarker gradients (blood lead, urinary cadmium/mercury showing worker>resident>control), classification challenges (intermittent workers, children as both workers "
PMID:39250705,Oncology,Supportive/Palliative Care,2.67,medium,3,clinicaltrialsgov;pubmed,clinicaltrialsgov;pubmed,1.0,39.91,8697,2497,0.55,0.45,0.65,0.5,0.5,0.54,0,"The model covers the mechanism of action and some clinical evidence for CIPN, but misses several key aspects from the gold standard: low-concentration formulations, FDA approvals for non-cancer indications (postherpetic neuralgia, HIV-associated neuropathy), broader cancer pain applications (post-surgical neuropathic pain), ASCO guidelines, duloxetine as a comparison, and the specific unknowns/uncertainties. Evidence quality is concerning - while some citations appear real (CASPAR study from too"
PMID:38159067,Clinical Medicine,Interstitial Lung Disease,4.0,hard,35,pubmed,kegg;opentargets;pubmed;uniprot,0.25,177.43,111635,9053,0.75,0.55,0.5,0.7,0.65,0.625,1,"Coverage is good for disease-specific mechanisms (CTD-ILD, sarcoidosis, HP, post-COVID-19 ILD) but misses some gold-standard points: drug-induced cough in CTD-ILD (methotrexate, tocilizumab), lymph node compression in sarcoidosis, and organizing pneumonia patterns in post-COVID-19 ILD. The unknown aspects section is barely addressed. Evidence quality is moderate—citations are provided but some PMIDs appear potentially fabricated or inaccurately attributed (e.g., very high PMID numbers like 41158"
NCT03710915,Oncology,Hematologic Malignancies,3.0,medium,10,chembl;clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;pubmed,1.0,110.96,21699,4784,0.6,0.6,0.65,0.7,0.55,0.62,1,"The model correctly identified the core finding that HG146 has no published safety or mechanism data and that NCT03710915 was terminated. However, it missed significant contextual information present in the gold answer: the broader IMiD/CELMoD mechanism (CRBN-mediated IKZF1/IKZF3 degradation), the competitive landscape with iberdomide and mezigdomide, specific resistance mechanisms, and key benchmark data (mezigdomide 41% ORR). Tool usage was thorough for HG146-specific queries (10 calls across "
PMID:35544570,Medical AI & Informatics,Biomedical Engineering & Nanotechnology,4.0,hard,6,pubmed,pubmed,1.0,67.27,8664,5248,0.55,0.45,0.4,0.55,0.5,0.485,0,"The model's answer covers general concepts of microrobot detection, control, and safety but misses the central focus of the gold standard: optoacoustic/photoacoustic imaging as the primary solution for real-time deep-tissue tracking. The model emphasizes MRI tracking instead, which is not the focus of the key literature (PMID 35544570). Critical gaps include: MSOT and spectral unmixing for distinguishing microrobot contrast from tissue, real-time 3D optoacoustic imaging capabilities, scalability"
PMID:40425830,Public Health & Epidemiology,"Zoonotic spillover surveillance, Ecological disease prevention",4.0,hard,13,pubmed,clinicaltrialsgov;ncbi_datasets;pubmed,0.333,91.6,20536,4430,0.0,0.0,0.0,0.0,0.0,0.0,0,"Parse error. Raw: {
    ""scores"": {
        ""coverage"": 0.65,
        ""evidence_quality"": 0.60,
        ""tool_usage"": 0.55,
        ""reasoning_quality"": 0.60,
        ""completeness"": 0.55
    },
    ""reasoning"": ""The model covers surveillance strategies, intervention measures, and ecological balance considerations reasonably well, but misses critical nuances from the gold standard. Key gaps: (1) The gold standard emphasizes that effective strategies are UNDEVELOPED—the model presents them as est"
PMID:15050515,Other,Social Behavior & Norms,3.0,medium,3,pubmed,pubmed,1.0,45.92,5105,3941,0.55,0.3,0.4,0.5,0.45,0.44,0,"Coverage is moderate (0.55): the model covers evolutionary game theory and punishment mechanisms well, and touches on psychological and neurobiological aspects, but misses key concepts from the gold standard including conformity/prestige bias, norm internalization, computational models, specific brain regions (vmPFC, anterior insula, dlPFC), and the critical unknown aspects (top-down vs bottom-up, digital communication effects, norm persistence/decay). Evidence quality is poor (0.30): the PMIDs "
PMID:30846383,Other,Veterinary Neurology & Comparative Medicine,2.33,easy,4,pubmed,pubmed,1.0,50.95,10189,2544,0.65,0.55,0.6,0.6,0.55,0.595,0,"The model covers the main therapeutic categories (selegiline, dietary interventions, supplements, environmental enrichment) but misses key aspects from the gold standard: DISHA clinical presentation, prevalence data, detailed pathophysiology (tau, neuroinflammation), anti-amyloid immunotherapy, and the translational significance of dogs as Alzheimer's models. Evidence quality is moderate—the model cites real PMIDs from its searches but omits foundational references (e.g., PMID 30846383, 20456471"
PMID:37585269,Neuroscience & Psychiatry,Sleep medicine; Neuropeptide signaling,3.33,medium,4,clinicaltrialsgov;pubmed,chembl;clinicaltrialsgov;ncbi_datasets;pubmed;uniprot,0.4,37.03,6951,4127,0.65,0.3,0.55,0.55,0.55,0.525,0,"The model covers the main therapeutic categories (orexin agonists, peptide replacement, stem cells, immunotherapy) and adds in situ reprogramming, but misses gene therapy (AAV-mediated) entirely. Critical factual errors undermine evidence quality: BF2.649 is pitolisant (H3 inverse agonist), not an orexin agonist; danavorexton is TAK-925, not TAK-994; and the model fails to mention TAK-994's hepatotoxicity-related trial termination—the pivotal safety event in this field. Only one PMID is cited ve"
